"Time (s);""Magnetic Field x (µT)"";""Magnetic Field y (µT)"";""Magnetic Field z (µT)"";""Absolute field (µT)""",,,,,
5,837851184E0;-1,333799896E2;-6,420000076E0;-8,333999634E1;1,5.74E+10
5,845877179E0;-1,330200043E2;-6,239999771E0;-8,358000183E1;1,5.72E+10
5,853933692E0;-1,332599945E2;-6,000000000E0;-8,400000000E1;1,5.76E+10
5,861868136E0;-1,333799896E2;-6,239999771E0;-8,454000092E1;1,5.80E+10
5,869894131E0;-1,340999908E2;-6,480000019E0;-8,454000092E1;1,5.87E+10
5,877889609E0;-1,346999969E2;-6,719999790E0;-8,454000092E1;1,5.92E+10
5,885885088E0;-1,348199921E2;-6,839999676E0;-8,441999817E1;1,5.92E+10
5,893972117E0;-1,342200012E2;-6,899999619E0;-8,423999786E1;1,5.86E+10
5,901906561E0;-1,342200012E2;-6,899999619E0;-8,423999786E1;1,5.86E+10
5,909902040E0;-1,336799927E2;-6,659999847E0;-8,441999817E1;1,5.82E+10
5,917897518E0;-1,336199951E2;-6,539999962E0;-8,465999603E1;1,5.83E+10
5,925923513E0;-1,338600006E2;-6,599999905E0;-8,411999512E1;1,5.82E+10
5,933980026E0;-1,340999908E2;-6,539999962E0;-8,411999512E1;1,5.84E+10
5,941914470E0;-1,345800018E2;-6,960000038E0;-8,381999969E1;1,5.87E+10
5,949940465E0;-1,342799988E2;-6,719999790E0;-8,369999695E1;1,5.84E+10
5,957935944E0;-1,343999939E2;-6,359999657E0;-8,375999451E1;1,5.85E+10
5,965931422E0;-1,336799927E2;-5,879999638E0;-8,375999451E1;1,5.79E+10
5,974018452E0;-1,335000000E2;-5,159999847E0;-8,358000183E1;1,5.76E+10
5,981952896E0;-1,339799957E2;-5,460000038E0;-8,322000122E1;1,5.78E+10
5,989948374E0;-1,340999908E2;-5,639999866E0;-8,333999634E1;1,5.80E+10
5,997974369E0;-1,339199982E2;-6,239999771E0;-8,345999908E1;1,5.79E+10
6,005969848E0;-1,339199982E2;-6,659999847E0;-8,345999908E1;1,5.79E+10
6,014026360E0;-1,334400024E2;-6,659999847E0;-8,405999756E1;1,5.79E+10
6,021991321E0;-1,338000031E2;-6,779999733E0;-8,405999756E1;1,5.82E+10
6,029986800E0;-1,342799988E2;-6,659999847E0;-8,358000183E1;1,5.83E+10
6,038012795E0;-1,343999939E2;-6,480000019E0;-8,375999451E1;1,5.85E+10
6,046008273E0;-1,345200043E2;-6,299999714E0;-8,333999634E1;1,5.84E+10
6,054064786E0;-1,343399963E2;-6,239999771E0;-8,340000153E1;1,5.82E+10
6,061999230E0;-1,345200043E2;-6,119999886E0;-8,340000153E1;1,5.84E+10
6,070025225E0;-1,342799988E2;-6,059999943E0;-8,333999634E1;1,5.82E+10
6,078020704E0;-1,343399963E2;-5,940000057E0;-8,363999939E1;1,5.84E+10
6,086046700E0;-1,341600037E2;-5,639999866E0;-8,351999664E1;1,5.81E+10
6,094103211E0;-1,336799927E2;-5,339999676E0;-8,381999969E1;1,5.79E+10
6,102037656E0;-1,336199951E2;-5,339999676E0;-8,381999969E1;1,5.78E+10
6,110033134E0;-1,335599976E2;-5,339999676E0;-8,345999908E1;1,5.76E+10
6,118059129E0;-1,333199921E2;-5,339999676E0;-8,369999695E1;1,5.75E+10
6,126054608E0;-1,335599976E2;-5,639999866E0;-8,375999451E1;1,5.78E+10
6,134111120E0;-1,338000031E2;-5,639999866E0;-8,387999725E1;1,5.80E+10
6,142076082E0;-1,342799988E2;-5,639999866E0;-8,375999451E1;1,5.84E+10
6,150071560E0;-1,345800018E2;-5,699999809E0;-8,358000183E1;1,5.85E+10
6,158067038E0;-1,348199921E2;-5,519999981E0;-8,340000153E1;1,5.86E+10
6,166062517E0;-1,348799896E2;-5,579999924E0;-8,333999634E1;1,5.86E+10
6,174149546E0;-1,346999969E2;-5,519999981E0;-8,358000183E1;1,5.86E+10
6,182083990E0;-1,347599945E2;-5,279999733E0;-8,340000153E1;1,5.86E+10
6,190079469E0;-1,342799988E2;-5,279999733E0;-8,375999451E1;1,5.84E+10
6,198105464E0;-1,340999908E2;-5,159999847E0;-8,400000000E1;1,5.83E+10
6,206100942E0;-1,338000031E2;-5,279999733E0;-8,387999725E1;1,5.80E+10
6,214157455E0;-1,338000031E2;-5,759999752E0;-8,358000183E1;1,5.79E+10
6,222122417E0;-1,338000031E2;-6,000000000E0;-8,369999695E1;1,5.79E+10
6,230117894E0;-1,341600037E2;-6,179999828E0;-8,333999634E1;1,5.81E+10
6,238143890E0;-1,340999908E2;-6,239999771E0;-8,309999847E1;1,5.79E+10
6,246139369E0;-1,339199982E2;-5,819999695E0;-8,375999451E1;1,5.81E+10
6,254195880E0;-1,343399963E2;-5,519999981E0;-8,333999634E1;1,5.82E+10
6,262130325E0;-1,340999908E2;-5,339999676E0;-8,315999603E1;1,5.79E+10
6,270156321E0;-1,340999908E2;-5,339999676E0;-8,351999664E1;1,5.81E+10
6,278151799E0;-1,340399933E2;-5,519999981E0;-8,297999573E1;1,5.77E+10
6,286147277E0;-1,336199951E2;-5,460000038E0;-8,268000031E1;1,5.72E+10
6,294234307E0;-1,336799927E2;-5,519999981E0;-8,304000092E1;1,5.75E+10
6,302168751E0;-1,342799988E2;-5,699999809E0;-8,291999817E1;1,5.79E+10
6,310164229E0;-1,343399963E2;-5,819999695E0;-8,363999939E1;1,5.84E+10
6,318190225E0;-1,346399994E2;-6,119999886E0;-8,393999481E1;1,5.88E+10
6,326185703E0;-1,345200043E2;-6,239999771E0;-8,387999725E1;1,5.87E+10
6,334242215E0;-1,338000031E2;-5,940000057E0;-8,363999939E1;1,5.79E+10
6,342207177E0;-1,343399963E2;-5,879999638E0;-8,327999878E1;1,5.82E+10
6,350202655E0;-1,345800018E2;-6,059999943E0;-8,333999634E1;1,5.84E+10
6,358198134E0;-1,342799988E2;-6,000000000E0;-8,333999634E1;1,5.82E+10
6,366224129E0;-1,344599915E2;-6,359999657E0;-8,351999664E1;1,5.84E+10
6,374280641E0;-1,341600037E2;-6,599999905E0;-8,351999664E1;1,5.82E+10
6,382215086E0;-1,340999908E2;-6,420000076E0;-8,381999969E1;1,5.83E+10
6,390241081E0;-1,343999939E2;-6,119999886E0;-8,333999634E1;1,5.83E+10
6,398236559E0;-1,344599915E2;-5,819999695E0;-8,375999451E1;1,5.85E+10
6,406232037E0;-1,343399963E2;-5,339999676E0;-8,333999634E1;1,5.82E+10
6,414288549E0;-1,339199982E2;-5,159999847E0;-8,309999847E1;1,5.77E+10
6,422253511E0;-1,336799927E2;-5,279999733E0;-8,351999664E1;1,5.77E+10
6,430248989E0;-1,338000031E2;-5,639999866E0;-8,322000122E1;1,5.77E+10
6,438244468E0;-1,337399902E2;-5,639999866E0;-8,405999756E1;1,5.81E+10
6,446270463E0;-1,338000031E2;-5,759999752E0;-8,363999939E1;1,5.79E+10
6,454326976E0;-1,341600037E2;-6,000000000E0;-8,333999634E1;1,5.81E+10
6,462261420E0;-1,342200012E2;-6,000000000E0;-8,358000183E1;1,5.82E+10
6,470256897E0;-1,345200043E2;-6,299999714E0;-8,286000061E1;1,5.81E+10
6,478282893E0;-1,345800018E2;-6,359999657E0;-8,291999817E1;1,5.82E+10
6,486278372E0;-1,348799896E2;-6,539999962E0;-8,304000092E1;1,5.85E+10
6,494334885E0;-1,348799896E2;-6,539999962E0;-8,291999817E1;1,5.85E+10
6,502299845E0;-1,349400024E2;-6,299999714E0;-8,333999634E1;1,5.87E+10
6,510295324E0;-1,354199982E2;-6,239999771E0;-8,387999725E1;1,5.94E+10
6,518290802E0;-1,353000031E2;-5,519999981E0;-8,333999634E1;1,5.90E+10
6,526316797E0;-1,351799927E2;-5,400000095E0;-8,327999878E1;1,5.89E+10
6,534373310E0;-1,350599976E2;-5,460000038E0;-8,327999878E1;1,5.88E+10
6,542307754E0;-1,346399994E2;-5,339999676E0;-8,297999573E1;1,5.82E+10
6,550303232E0;-1,343399963E2;-6,179999828E0;-8,351999664E1;1,5.83E+10
6,558329228E0;-1,340999908E2;-5,759999752E0;-8,405999756E1;1,5.84E+10
6,566324706E0;-1,344599915E2;-6,000000000E0;-8,351999664E1;1,5.84E+10
6,574411736E0;-1,346999969E2;-6,239999771E0;-8,333999634E1;1,5.85E+10
6,582346180E0;-1,343399963E2;-5,460000038E0;-8,333999634E1;1,5.82E+10
6,590341658E0;-1,349400024E2;-5,940000057E0;-8,304000092E1;1,5.86E+10
6,598337137E0;-1,340999908E2;-5,579999924E0;-8,304000092E1;1,5.78E+10
6,606363132E0;-1,337399902E2;-5,400000095E0;-8,322000122E1;1,5.76E+10
6,614419644E0;-1,340999908E2;-5,699999809E0;-8,322000122E1;1,5.79E+10
6,622354089E0;-1,338000031E2;-5,219999790E0;-8,286000061E1;1,5.75E+10
6,630380084E0;-1,340399933E2;-5,519999981E0;-8,333999634E1;1,5.79E+10
6,638375562E0;-1,347599945E2;-5,759999752E0;-8,304000092E1;1,5.84E+10
6,646371041E0;-1,350000000E2;-5,579999924E0;-8,333999634E1;1,5.88E+10
6,654458070E0;-1,350000000E2;-5,759999752E0;-8,322000122E1;1,5.87E+10
6,662392514E0;-1,350000000E2;-5,519999981E0;-8,304000092E1;1,5.86E+10
6,670387993E0;-1,342200012E2;-5,039999962E0;-8,351999664E1;1,5.82E+10
6,678383471E0;-1,336799927E2;-5,099999905E0;-8,286000061E1;1,5.74E+10
6,686409466E0;-1,336799927E2;-4,980000019E0;-8,327999878E1;1,5.76E+10
6,694465979E0;-1,339199982E2;-5,039999962E0;-8,286000061E1;1,5.76E+10
6,702400423E0;-1,344599915E2;-5,759999752E0;-8,225999451E1;1,5.77E+10
6,710426418E0;-1,348199921E2;-6,059999943E0;-8,286000061E1;1,5.84E+10
6,718421897E0;-1,346399994E2;-6,119999886E0;-8,261999512E1;1,5.81E+10
6,726417375E0;-1,346399994E2;-6,059999943E0;-8,315999603E1;1,5.84E+10
6,734504404E0;-1,345800018E2;-5,579999924E0;-8,340000153E1;1,5.84E+10
6,742438849E0;-1,346399994E2;-5,460000038E0;-8,279999542E1;1,5.82E+10
6,750434327E0;-1,347599945E2;-5,460000038E0;-8,333999634E1;1,5.85E+10
6,758460322E0;-1,347599945E2;-5,699999809E0;-8,297999573E1;1,5.84E+10
6,766455801E0;-1,345200043E2;-6,179999828E0;-8,333999634E1;1,5.84E+10
6,774512313E0;-1,343999939E2;-5,940000057E0;-8,387999725E1;1,5.85E+10
6,782477274E0;-1,345800018E2;-6,119999886E0;-8,351999664E1;1,5.85E+10
6,790472753E0;-1,348199921E2;-5,819999695E0;-8,369999695E1;1,5.88E+10
6,798468231E0;-1,346399994E2;-5,699999809E0;-8,333999634E1;1,5.84E+10
6,806494226E0;-1,350000000E2;-6,119999886E0;-8,304000092E1;1,5.86E+10
6,814550739E0;-1,351199951E2;-5,759999752E0;-8,315999603E1;1,5.88E+10
6,822485183E0;-1,347599945E2;-5,819999695E0;-8,322000122E1;1,5.85E+10
6,830511178E0;-1,353000031E2;-5,519999981E0;-8,333999634E1;1,5.90E+10
6,838506657E0;-1,351199951E2;-5,339999676E0;-8,375999451E1;1,5.91E+10
6,846502135E0;-1,352399902E2;-5,339999676E0;-8,358000183E1;1,5.91E+10
6,854589164E0;-1,351199951E2;-5,460000038E0;-8,363999939E1;1,5.90E+10
6,862523609E0;-1,345200043E2;-5,940000057E0;-8,387999725E1;1,5.86E+10
6,870519087E0;-1,340999908E2;-5,879999638E0;-8,345999908E1;1,5.81E+10
6,878545082E0;-1,336199951E2;-5,819999695E0;-8,345999908E1;1,5.77E+10
6,886540561E0;-1,337399902E2;-5,819999695E0;-8,333999634E1;1,5.77E+10
6,894627591E0;-1,338600006E2;-5,879999638E0;-8,333999634E1;1,5.78E+10
6,902562034E0;-1,339199982E2;-5,940000057E0;-8,358000183E1;1,5.80E+10
6,910557513E0;-1,340399933E2;-6,119999886E0;-8,351999664E1;1,5.80E+10
6,918583509E0;-1,341600037E2;-6,299999714E0;-8,363999939E1;1,5.82E+10
6,926578986E0;-1,339199982E2;-5,819999695E0;-8,327999878E1;1,5.78E+10
6,934635499E0;-1,342200012E2;-5,819999695E0;-8,333999634E1;1,5.81E+10
6,942600461E0;-1,343399963E2;-5,819999695E0;-8,423999786E1;1,5.87E+10
6,950595939E0;-1,343999939E2;-5,400000095E0;-8,447999573E1;1,5.88E+10
6,958621934E0;-1,345200043E2;-5,219999790E0;-8,436000061E1;1,5.89E+10
6,966617413E0;-1,347599945E2;-5,400000095E0;-8,393999481E1;1,5.89E+10
6,974673925E0;-1,345800018E2;-5,339999676E0;-8,297999573E1;1,5.82E+10
6,982608369E0;-1,345200043E2;-5,759999752E0;-8,297999573E1;1,5.82E+10
6,990634365E0;-1,344599915E2;-5,879999638E0;-8,322000122E1;1,5.82E+10
6,998629843E0;-1,343999939E2;-5,699999809E0;-8,315999603E1;1,5.82E+10
7,006625321E0;-1,340399933E2;-5,699999809E0;-8,345999908E1;1,5.80E+10
7,014712351E0;-1,342200012E2;-5,519999981E0;-8,322000122E1;1,5.80E+10
7,022646795E0;-1,343999939E2;-5,759999752E0;-8,322000122E1;1,5.82E+10
7,030642274E0;-1,341600037E2;-5,639999866E0;-8,327999878E1;1,5.80E+10
7,038668269E0;-1,340999908E2;-5,460000038E0;-8,358000183E1;1,5.81E+10
7,046663747E0;-1,338000031E2;-5,339999676E0;-8,351999664E1;1,5.78E+10
7,054750776E0;-1,339199982E2;-5,579999924E0;-8,351999664E1;1,5.79E+10
7,062685221E0;-1,338600006E2;-5,519999981E0;-8,363999939E1;1,5.79E+10
7,070680699E0;-1,340999908E2;-5,460000038E0;-8,333999634E1;1,5.80E+10
7,078676177E0;-1,341600037E2;-5,400000095E0;-8,291999817E1;1,5.78E+10
7,086702173E0;-1,342200012E2;-5,219999790E0;-8,291999817E1;1,5.79E+10
7,094758685E0;-1,340399933E2;-5,159999847E0;-8,309999847E1;1,5.78E+10
7,102723646E0;-1,343399963E2;-5,519999981E0;-8,333999634E1;1,5.82E+10
7,110719125E0;-1,342799988E2;-5,879999638E0;-8,381999969E1;1,5.84E+10
7,118714603E0;-1,338000031E2;-5,819999695E0;-8,387999725E1;1,5.80E+10
7,126740598E0;-1,336199951E2;-5,940000057E0;-8,375999451E1;1,5.78E+10
7,134797111E0;-1,336199951E2;-5,879999638E0;-8,327999878E1;1,5.76E+10
7,142762072E0;-1,338600006E2;-5,639999866E0;-8,358000183E1;1,5.79E+10
7,150757550E0;-1,342799988E2;-5,579999924E0;-8,351999664E1;1,5.82E+10
7,158783546E0;-1,342799988E2;-5,579999924E0;-8,327999878E1;1,5.81E+10
7,166779025E0;-1,339799957E2;-5,339999676E0;-8,345999908E1;1,5.79E+10
7,174835536E0;-1,340999908E2;-5,519999981E0;-8,315999603E1;1,5.79E+10
7,182800498E0;-1,342200012E2;-5,699999809E0;-8,297999573E1;1,5.79E+10
7,190795977E0;-1,342799988E2;-6,179999828E0;-8,291999817E1;1,5.79E+10
7,198791454E0;-1,348799896E2;-6,299999714E0;-8,291999817E1;1,5.85E+10
7,206817450E0;-1,346399994E2;-6,179999828E0;-8,309999847E1;1,5.83E+10
7,214873963E0;-1,345200043E2;-6,359999657E0;-8,291999817E1;1,5.82E+10
7,222808406E0;-1,347599945E2;-5,639999866E0;-8,315999603E1;1,5.85E+10
7,230834402E0;-1,344599915E2;-5,759999752E0;-8,322000122E1;1,5.82E+10
7,238829880E0;-1,345200043E2;-5,639999866E0;-8,322000122E1;1,5.83E+10
7,246825359E0;-1,345200043E2;-5,339999676E0;-8,363999939E1;1,5.85E+10
7,254912388E0;-1,342799988E2;-5,219999790E0;-8,345999908E1;1,5.82E+10
7,262846832E0;-1,344599915E2;-5,219999790E0;-8,351999664E1;1,5.84E+10
7,270842311E0;-1,343399963E2;-5,339999676E0;-8,358000183E1;1,5.83E+10
7,278868306E0;-1,340999908E2;-5,519999981E0;-8,322000122E1;1,5.79E+10
7,286863784E0;-1,343399963E2;-6,179999828E0;-8,345999908E1;1,5.83E+10
7,294920297E0;-1,340399933E2;-6,299999714E0;-8,304000092E1;1,5.78E+10
7,302885258E0;-1,340399933E2;-6,119999886E0;-8,273999786E1;1,5.76E+10
7,310880736E0;-1,342200012E2;-6,000000000E0;-8,309999847E1;1,5.80E+10
7,318876215E0;-1,339199982E2;-5,940000057E0;-8,322000122E1;1,5.78E+10
7,326902210E0;-1,344599915E2;-5,879999638E0;-8,400000000E1;1,5.87E+10
7,334958723E0;-1,345800018E2;-5,940000057E0;-8,400000000E1;1,5.88E+10
7,342893167E0;-1,343399963E2;-6,000000000E0;-8,405999756E1;1,5.86E+10
7,350919162E0;-1,346399994E2;-5,699999809E0;-8,411999512E1;1,5.89E+10
7,358914640E0;-1,345200043E2;-5,579999924E0;-8,340000153E1;1,5.84E+10
7,366910119E0;-1,342799988E2;-5,639999866E0;-8,315999603E1;1,5.80E+10
7,374997148E0;-1,344599915E2;-5,579999924E0;-8,333999634E1;1,5.83E+10
7,382931592E0;-1,340399933E2;-5,519999981E0;-8,286000061E1;1,5.77E+10
7,390927071E0;-1,339199982E2;-5,699999809E0;-8,315999603E1;1,5.77E+10
7,398953066E0;-1,340399933E2;-5,699999809E0;-8,309999847E1;1,5.78E+10
7,406948544E0;-1,343399963E2;-5,819999695E0;-8,286000061E1;1,5.79E+10
7,415005057E0;-1,347599945E2;-6,059999943E0;-8,309999847E1;1,5.84E+10
7,422970018E0;-1,344599915E2;-6,179999828E0;-8,315999603E1;1,5.82E+10
7,430965496E0;-1,345200043E2;-6,239999771E0;-8,387999725E1;1,5.87E+10
7,438960975E0;-1,346399994E2;-6,420000076E0;-8,405999756E1;1,5.89E+10
7,446956453E0;-1,346399994E2;-6,119999886E0;-8,429999542E1;1,5.90E+10
7,455043482E0;-1,348199921E2;-6,119999886E0;-8,411999512E1;1,5.90E+10
7,462977927E0;-1,347599945E2;-5,759999752E0;-8,351999664E1;1,5.86E+10
7,470973405E0;-1,340999908E2;-5,519999981E0;-8,345999908E1;1,5.80E+10
7,478999400E0;-1,340999908E2;-5,579999924E0;-8,322000122E1;1,5.79E+10
7,486994879E0;-1,344599915E2;-5,579999924E0;-8,358000183E1;1,5.84E+10
7,495051391E0;-1,346399994E2;-6,000000000E0;-8,393999481E1;1,5.88E+10
7,503016352E0;-1,349400024E2;-5,699999809E0;-8,351999664E1;1,5.88E+10
7,511011831E0;-1,352399902E2;-5,940000057E0;-8,327999878E1;1,5.89E+10
7,519007309E0;-1,349400024E2;-5,579999924E0;-8,291999817E1;1,5.85E+10
7,527002788E0;-1,345800018E2;-5,879999638E0;-8,261999512E1;1,5.80E+10
7,535089817E0;-1,346999969E2;-6,299999714E0;-8,297999573E1;1,5.83E+10
7,543024261E0;-1,344599915E2;-6,539999962E0;-8,297999573E1;1,5.81E+10
7,551019740E0;-1,346399994E2;-7,019999981E0;-8,315999603E1;1,5.84E+10
7,559015218E0;-1,346999969E2;-6,779999733E0;-8,304000092E1;1,5.84E+10
7,567041213E0;-1,345200043E2;-6,299999714E0;-8,291999817E1;1,5.81E+10
7,575097726E0;-1,350599976E2;-6,420000076E0;-8,315999603E1;1,5.87E+10
7,583032170E0;-1,351199951E2;-6,299999714E0;-8,309999847E1;1,5.88E+10
7,591027649E0;-1,353600006E2;-6,659999847E0;-8,309999847E1;1,5.90E+10
7,599053644E0;-1,353000031E2;-7,019999981E0;-8,322000122E1;1,5.90E+10
7,607049122E0;-1,351799927E2;-7,019999981E0;-8,351999664E1;1,5.91E+10
7,615105635E0;-1,352399902E2;-6,779999733E0;-8,327999878E1;1,5.90E+10
7,623040078E0;-1,351799927E2;-6,000000000E0;-8,363999939E1;1,5.91E+10
7,631066074E0;-1,350599976E2;-5,819999695E0;-8,363999939E1;1,5.90E+10
7,639061553E0;-1,344599915E2;-5,579999924E0;-8,340000153E1;1,5.83E+10
7,647057031E0;-1,339799957E2;-5,460000038E0;-8,381999969E1;1,5.81E+10
7,655113543E0;-1,339199982E2;-5,579999924E0;-8,369999695E1;1,5.80E+10
7,663078505E0;-1,340399933E2;-5,400000095E0;-8,351999664E1;1,5.80E+10
7,671073983E0;-1,339199982E2;-5,219999790E0;-8,345999908E1;1,5.79E+10
7,679069461E0;-1,340999908E2;-5,279999733E0;-8,309999847E1;1,5.78E+10
7,687095457E0;-1,342799988E2;-5,400000095E0;-8,315999603E1;1,5.80E+10
7,695151969E0;-1,341600037E2;-5,460000038E0;-8,297999573E1;1,5.78E+10
7,703086413E0;-1,342200012E2;-5,519999981E0;-8,309999847E1;1,5.80E+10
7,711081891E0;-1,338000031E2;-5,759999752E0;-8,358000183E1;1,5.79E+10
7,719107887E0;-1,338000031E2;-5,759999752E0;-8,351999664E1;1,5.78E+10
7,727103365E0;-1,337399902E2;-5,699999809E0;-8,358000183E1;1,5.78E+10
7,735190395E0;-1,339799957E2;-5,639999866E0;-8,351999664E1;1,5.80E+10
7,743124839E0;-1,342200012E2;-5,400000095E0;-8,345999908E1;1,5.81E+10
7,751120317E0;-1,342200012E2;-5,579999924E0;-8,345999908E1;1,5.82E+10
7,759115795E0;-1,343399963E2;-6,000000000E0;-8,358000183E1;1,5.83E+10
7,767141791E0;-1,339799957E2;-6,179999828E0;-8,375999451E1;1,5.81E+10
7,775198304E0;-1,342200012E2;-6,239999771E0;-8,351999664E1;1,5.82E+10
7,783163264E0;-1,339799957E2;-5,759999752E0;-8,333999634E1;1,5.79E+10
